配置,模型,指标,阶段,均值
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径平均 gap（%）,第 1–250 轮,3.2350773041603555
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径平均 gap（%）,第 251–1000 轮,0.6791664266056607
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径平均 gap（%）,第 1001–2500 轮,0.650521477181072
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径平均 gap（%）,第 2501–5000 轮,0.648379080771425
关闭上述三个组件,第三个 GP 表达式,构造路径最优 gap（%）,第 1–250 轮,9.346454603928755
关闭上述三个组件,第三个 GP 表达式,构造路径最优 gap（%）,第 251–1000 轮,0.6762957818123232
关闭上述三个组件,第三个 GP 表达式,构造路径最优 gap（%）,第 1001–2500 轮,0.635345698205675
关闭上述三个组件,第三个 GP 表达式,构造路径最优 gap（%）,第 2501–5000 轮,0.6340638077593576
关闭上述三个组件,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,第 1–250 轮,2.0613097370704865
关闭上述三个组件,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,第 251–1000 轮,0.649299896144129
关闭上述三个组件,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,第 1001–2500 轮,0.6350075841550477
关闭上述三个组件,第三个 GP 表达式,2-opt 后本轮最优 gap（%）,第 2501–5000 轮,0.6337191929841648
关闭上述三个组件,第三个 GP 表达式,构造路径较优七条平均 gap（%）,第 1–250 轮,10.778546643314389
关闭上述三个组件,第三个 GP 表达式,构造路径较优七条平均 gap（%）,第 251–1000 轮,0.6954031689794555
关闭上述三个组件,第三个 GP 表达式,构造路径较优七条平均 gap（%）,第 1001–2500 轮,0.6375403705893281
关闭上述三个组件,第三个 GP 表达式,构造路径较优七条平均 gap（%）,第 2501–5000 轮,0.6361443011437614
关闭上述三个组件,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 1–250 轮,2.421601363094819
关闭上述三个组件,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 251–1000 轮,0.6519238958788536
关闭上述三个组件,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 1001–2500 轮,0.6350427340082682
关闭上述三个组件,第三个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 2501–5000 轮,0.6337446850225831
关闭上述三个组件,第三个 GP 表达式,同轮同来源内更新树输出的标准差,第 1–250 轮,0.33800141448078314
关闭上述三个组件,第三个 GP 表达式,同轮同来源内更新树输出的标准差,第 251–1000 轮,0.007865550288901471
关闭上述三个组件,第三个 GP 表达式,同轮同来源内更新树输出的标准差,第 1001–2500 轮,0.004439464062721558
关闭上述三个组件,第三个 GP 表达式,同轮同来源内更新树输出的标准差,第 2501–5000 轮,0.004339331660070582
关闭上述三个组件,第三个 GP 表达式,更新树输出饱和比例,第 1–250 轮,0.04797230000000001
关闭上述三个组件,第三个 GP 表达式,更新树输出饱和比例,第 251–1000 轮,0.0003437166666666668
关闭上述三个组件,第三个 GP 表达式,更新树输出饱和比例,第 1001–2500 轮,5.6841666666666675e-05
关闭上述三个组件,第三个 GP 表达式,更新树输出饱和比例,第 2501–5000 轮,5.375500000000001e-05
关闭上述三个组件,第三个 GP 表达式,2-opt 平均改进（百分点）,第 1–250 轮,10.672014291340426
关闭上述三个组件,第三个 GP 表达式,2-opt 平均改进（百分点）,第 251–1000 轮,0.24658358816561568
关闭上述三个组件,第三个 GP 表达式,2-opt 平均改进（百分点）,第 1001–2500 轮,0.14793673406514926
关闭上述三个组件,第三个 GP 表达式,2-opt 平均改进（百分点）,第 2501–5000 轮,0.14080137220062972
关闭上述三个组件,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.898421934375
关闭上述三个组件,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.9986254630208333
关闭上述三个组件,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.9993461325520834
关闭上述三个组件,第三个 GP 表达式,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.99938578390625
关闭上述三个组件,第三个 GP 表达式,每百轮改进全局最优的次数,第 1–250 轮,10.9375
关闭上述三个组件,第三个 GP 表达式,每百轮改进全局最优的次数,第 251–1000 轮,0.20666666666666667
关闭上述三个组件,第三个 GP 表达式,每百轮改进全局最优的次数,第 1001–2500 轮,0.012083333333333333
关闭上述三个组件,第三个 GP 表达式,每百轮改进全局最优的次数,第 2501–5000 轮,0.002
关闭上述三个组件,第三个 GP 表达式,信息素下界触发比例,第 1–250 轮,0.0
关闭上述三个组件,第三个 GP 表达式,信息素下界触发比例,第 251–1000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,信息素下界触发比例,第 1001–2500 轮,0.0
关闭上述三个组件,第三个 GP 表达式,信息素下界触发比例,第 2501–5000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每百轮重启次数,第 1–250 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每百轮重启次数,第 251–1000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每百轮重启次数,第 1001–2500 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每百轮重启次数,第 2501–5000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每轮硬上界裁剪次数,第 1–250 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每轮硬上界裁剪次数,第 251–1000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每轮硬上界裁剪次数,第 1001–2500 轮,0.0
关闭上述三个组件,第三个 GP 表达式,每轮硬上界裁剪次数,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 1–250 轮,1.8726768190426133
关闭上述三个组件,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 251–1000 轮,0.65594484931165
关闭上述三个组件,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 1001–2500 轮,0.6472326638619048
关闭上述三个组件,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 2501–5000 轮,0.645583674522428
关闭上述三个组件,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径年龄（轮）,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径年龄（轮）,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径年龄（轮）,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化路径年龄（轮）,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,用于历史来源的预算比例,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,用于历史来源的预算比例,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,用于历史来源的预算比例,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,用于历史来源的预算比例,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,构造路径平均 gap（%）,第 1–250 轮,12.123859990116104
关闭上述三个组件,三个 GP 表达式均值,构造路径平均 gap（%）,第 251–1000 轮,0.8613268727396121
关闭上述三个组件,三个 GP 表达式均值,构造路径平均 gap（%）,第 1001–2500 轮,0.798270272512267
关闭上述三个组件,三个 GP 表达式均值,构造路径平均 gap（%）,第 2501–5000 轮,0.7929818054901027
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 1–250 轮,2.887001749733553
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 251–1000 轮,0.6768811486796577
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 1001–2500 轮,0.6616311448271442
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 2501–5000 轮,0.6595173781577576
关闭上述三个组件,三个 GP 表达式均值,构造路径最优 gap（%）,第 1–250 轮,8.093454216227446
关闭上述三个组件,三个 GP 表达式均值,构造路径最优 gap（%）,第 251–1000 轮,0.6653274048979523
关闭上述三个组件,三个 GP 表达式均值,构造路径最优 gap（%）,第 1001–2500 轮,0.6474788163063115
关闭上述三个组件,三个 GP 表达式均值,构造路径最优 gap（%）,第 2501–5000 轮,0.6458052700141906
关闭上述三个组件,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 1–250 轮,1.8726768190426133
关闭上述三个组件,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 251–1000 轮,0.65594484931165
关闭上述三个组件,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 1001–2500 轮,0.6472326638619048
关闭上述三个组件,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 2501–5000 轮,0.645583674522428
关闭上述三个组件,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 1–250 轮,9.327810163438546
关闭上述三个组件,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 251–1000 轮,0.6734149948145809
关闭上述三个组件,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 1001–2500 轮,0.6490265895263483
关闭上述三个组件,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 2501–5000 轮,0.6472522375450487
关闭上述三个组件,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 1–250 轮,2.1793445826894593
关闭上述三个组件,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 251–1000 轮,0.6569232987621612
关闭上述三个组件,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 1001–2500 轮,0.6472654054716038
关闭上述三个组件,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 2501–5000 轮,0.6456059530693753
关闭上述三个组件,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 1–250 轮,0.300436076577766
关闭上述三个组件,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 251–1000 轮,0.005794907449275183
关闭上述三个组件,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 1001–2500 轮,0.00428415696638373
关闭上述三个组件,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 2501–5000 轮,0.0031424550697188567
关闭上述三个组件,三个 GP 表达式均值,更新树输出饱和比例,第 1–250 轮,0.47986185000000003
关闭上述三个组件,三个 GP 表达式均值,更新树输出饱和比例,第 251–1000 轮,0.36487522222222224
关闭上述三个组件,三个 GP 表达式均值,更新树输出饱和比例,第 1001–2500 轮,0.3650613527777778
关闭上述三个组件,三个 GP 表达式均值,更新树输出饱和比例,第 2501–5000 轮,0.36825964166666664
关闭上述三个组件,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 1–250 轮,9.236857945644838
关闭上述三个组件,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 251–1000 轮,0.18444500490982724
关闭上述三个组件,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 1001–2500 轮,0.1366382985723894
关闭上述三个组件,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 2501–5000 轮,0.13346387626566922
关闭上述三个组件,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.9121513255208333
关闭上述三个组件,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.9990971043402779
关闭上述三个组件,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.9994064497395834
关闭上述三个组件,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.9994247868750001
关闭上述三个组件,三个 GP 表达式均值,每百轮改进全局最优的次数,第 1–250 轮,11.1375
关闭上述三个组件,三个 GP 表达式均值,每百轮改进全局最优的次数,第 251–1000 轮,0.12083333333333333
关闭上述三个组件,三个 GP 表达式均值,每百轮改进全局最优的次数,第 1001–2500 轮,0.008611111111111111
关闭上述三个组件,三个 GP 表达式均值,每百轮改进全局最优的次数,第 2501–5000 轮,0.003166666666666666
关闭上述三个组件,三个 GP 表达式均值,信息素下界触发比例,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,信息素下界触发比例,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,信息素下界触发比例,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,信息素下界触发比例,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每百轮重启次数,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每百轮重启次数,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每百轮重启次数,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每百轮重启次数,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每轮硬上界裁剪次数,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,每轮硬上界裁剪次数,第 251–1000 轮,0.0
